Index,Unnamed: 0,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name,Treatment
SRR8309483,285,RNA-Seq,SAMN10564463,GEO,public,SRX5123413,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506459,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,386472186.0,261887164.0,clinical isolate,GSM3506459,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564463
SRR8309484,286,RNA-Seq,SAMN10564462,GEO,public,SRX5123414,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506460,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,258358248.0,174471061.0,clinical isolate,GSM3506460,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564462
SRR8309485,287,RNA-Seq,SAMN10564461,GEO,public,SRX5123415,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506461,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,404105283.0,277149316.0,clinical isolate,GSM3506461,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564461
SRR8309486,288,RNA-Seq,SAMN10564460,GEO,public,SRX5123416,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506462,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,358915968.0,245478714.0,clinical isolate,GSM3506462,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564460
SRR8309487,289,RNA-Seq,SAMN10564459,GEO,public,SRX5123417,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506463,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,219585957.0,136802094.0,clinical isolate,GSM3506463,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564459
SRR8309488,290,RNA-Seq,SAMN10564458,GEO,public,SRX5123418,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506464,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,232114158.0,143322131.0,clinical isolate,GSM3506464,,,clinical isolate,,,,,,,,urinary tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564458
SRR8309489,291,RNA-Seq,SAMN10564456,GEO,public,SRX5123419,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506465,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,277116609.0,171040325.0,clinical isolate,GSM3506465,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564456
SRR8309490,292,RNA-Seq,SAMN10564455,GEO,public,SRX5123420,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506466,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,301244097.0,185653761.0,clinical isolate,GSM3506466,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564455
SRR8309491,293,RNA-Seq,SAMN10564454,GEO,public,SRX5123421,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506467,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,212176983.0,131393429.0,clinical isolate,GSM3506467,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564454
SRR8309495,297,RNA-Seq,SAMN10564500,GEO,public,SRX5123425,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506471,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,297173940.0,183988251.0,clinical isolate,GSM3506471,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564500
SRR8309496,298,RNA-Seq,SAMN10564499,GEO,public,SRX5123426,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506472,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,283935768.0,195099096.0,clinical isolate,GSM3506472,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564499
SRR8309497,299,RNA-Seq,SAMN10564498,GEO,public,SRX5123427,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506473,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,407453433.0,278270506.0,clinical isolate,GSM3506473,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564498
SRR8309499,301,RNA-Seq,SAMN10564496,GEO,public,SRX5123429,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506475,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,200742936.0,124937331.0,clinical isolate,GSM3506475,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564496
SRR8309506,308,RNA-Seq,SAMN10564489,GEO,public,SRX5123436,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506482,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,438514014.0,299197068.0,clinical isolate,GSM3506482,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564489
SRR8309507,309,RNA-Seq,SAMN10564488,GEO,public,SRX5123437,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506483,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,211287084.0,131378817.0,clinical isolate,GSM3506483,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564488
SRR8309511,313,RNA-Seq,SAMN10564484,GEO,public,SRX5123441,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506487,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,395829054.0,267746389.0,clinical isolate,GSM3506487,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564484
SRR8309516,318,RNA-Seq,SAMN10564479,GEO,public,SRX5123446,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506492,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,421520763.0,285266390.0,clinical isolate,GSM3506492,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564479
SRR8309519,321,RNA-Seq,SAMN10564476,GEO,public,SRX5123449,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506495,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,390491343.0,263356592.0,clinical isolate,GSM3506495,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564476
SRR8309520,322,RNA-Seq,SAMN10564475,GEO,public,SRX5123450,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506496,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,367709388.0,248354952.0,clinical isolate,GSM3506496,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564475
SRR8309521,323,RNA-Seq,SAMN10564474,GEO,public,SRX5123451,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506497,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,331995924.0,224294040.0,clinical isolate,GSM3506497,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564474
SRR8309522,324,RNA-Seq,SAMN10564473,GEO,public,SRX5123452,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506498,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,510364701.0,347167920.0,clinical isolate,GSM3506498,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564473
SRR8309523,325,RNA-Seq,SAMN10564472,GEO,public,SRX5123453,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506499,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,491226339.0,332216823.0,clinical isolate,GSM3506499,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564472
SRR8309524,326,RNA-Seq,SAMN10564471,GEO,public,SRX5123454,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506500,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,500615439.0,337771354.0,clinical isolate,GSM3506500,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564471
SRR8309525,327,RNA-Seq,SAMN10564470,GEO,public,SRX5123455,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506501,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,296956374.0,203298920.0,clinical isolate,GSM3506501,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564470
SRR8309526,328,RNA-Seq,SAMN10564509,GEO,public,SRX5123456,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506502,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,621171534.0,422768706.0,clinical isolate,GSM3506502,,,clinical isolate,,,,,,,,urinary tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564509
SRR8309527,329,RNA-Seq,SAMN10564508,GEO,public,SRX5123457,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506503,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,446948343.0,300161696.0,clinical isolate,GSM3506503,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564508
SRR8309528,330,RNA-Seq,SAMN10564507,GEO,public,SRX5123458,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506504,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,452327925.0,302507679.0,clinical isolate,GSM3506504,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564507
SRR8309530,332,RNA-Seq,SAMN10564505,GEO,public,SRX5123460,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506506,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,511801269.0,342190129.0,clinical isolate,GSM3506506,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564505
SRR8309531,333,RNA-Seq,SAMN10564504,GEO,public,SRX5123461,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506507,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,436665876.0,292581702.0,clinical isolate,GSM3506507,,,clinical isolate,,,,,,,,urinary tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564504
SRR8309532,334,RNA-Seq,SAMN10564503,GEO,public,SRX5123462,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506508,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,308755122.0,213424899.0,clinical isolate,GSM3506508,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564503
SRR8309533,335,RNA-Seq,SAMN10564539,GEO,public,SRX5123463,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506509,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,365889147.0,250459615.0,clinical isolate,GSM3506509,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564539
SRR8309534,336,RNA-Seq,SAMN10564538,GEO,public,SRX5123464,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506510,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,284912622.0,194903599.0,clinical isolate,GSM3506510,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564538
SRR8309535,337,RNA-Seq,SAMN10564537,GEO,public,SRX5123465,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506511,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,335383905.0,230820970.0,clinical isolate,GSM3506511,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564537
SRR8309536,338,RNA-Seq,SAMN10564536,GEO,public,SRX5123466,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506512,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,590764722.0,400637454.0,clinical isolate,GSM3506512,,,clinical isolate,,,,,,,,sepsis,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564536
SRR8309537,339,RNA-Seq,SAMN10564535,GEO,public,SRX5123467,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506513,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,375657891.0,258556526.0,clinical isolate,GSM3506513,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564535
SRR8309538,340,RNA-Seq,SAMN10564534,GEO,public,SRX5123468,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506514,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,527868462.0,356375108.0,clinical isolate,GSM3506514,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564534
